author,title,description,content
,Remote work tech companies prepare for surge in customers amid COVID 19 outbreak   CityNews Vancouver,TORONTO  Technology companies operating in Canada and specializing in remote work say theyre bracing for a spike in inquiries  sales and users amid an outbreak of a novel coronavirus  They say their phones have been ringing constantly  sales teams are busy ,TORONTO Technology companies operating in Canada and specializing in remote work say theyre bracing for a spike in inquiries  sales and users amid an outbreak of a novel coronavirus They say their phones have been ringing constantly  sales teams are busy he  4320 chars 
VOA Learning English,Age Is Not the Only Risk for Severe Coronavirus Disease,Older people remain most at risk of dying from the new coronavirus disease  COVID 19  The majority of people who get COVID 19 have minor or moderate sickness  But majority does not mean all  So  who else should be concerned about contracting severe  even ,Older people remain most at risk of dying from the new coronavirus disease  COVID 19  The majority of people who get COVID 19 have minor or moderate sickness  But majority does not mean all  So  who else should be concerned about contracting severe  even dead  5405 chars 
Darrell Etherington,Creative Destruction Lab launches a new startup program dedicated to COVID 19 response,Global academic science and tech startup accelerator program Creative Destruction Lab  CDL  is adding a dedicated stream to its existing areas of focus  which include AI  health sciences  space  quantum computing  blockchain  energy  and oceans  The new addit,Global academic science and tech startup accelerator program Creative Destruction Lab  CDL  is adding a dedicated stream to its existing areas of focus  which include AI  health sciences  space  quantum computing  blockchain  energy  and oceans  The new addit  2394 chars 
Ryan F Mandelbaum,How Neon Can Make A Star Destroy Itself,Some stars have the element neon to thank for their ultimate  explosive demise  according to astrophysical research  More ,Some stars have the element neon to thank for their ultimate  explosive demise  according to astrophysical research Astronomers love studying the life cycles of stars  including which stars die in which ways  Less massive stars  like our Sun  expand and she  4583 chars 
,COVID 19 critical care bed modelling study  potential shortage in Canada,A national modelling paper predicting the number of available ICU beds across Canada during the COVID 19 pandemic suggests that self isolation will likely not be enough to keep demand from exceeding supply  It is published in CMAJ  Canadian Medical Associatio,A national modelling paper predicting the number of available ICU beds across Canada during the COVID 19 pandemic suggests that self isolation will likely not be enough to keep demand from exceeding supply  It is published in CMAJ  Canadian Medical Associatio  2313 chars 
,Adding a measure of patient frailty to Medicare payment model could lead to fairer reimbursement for clinicians,Researchers identified a way to measure frailty using patients  medical claims that more accurately predicts costs of care  especially for clinicians with disproportionate shares of frail patients  Adding this measure to Medicare s value based payment models ,1  Adding a measure of patient frailty to Medicare payment model could lead to fairer reimbursement for clinicians Abstract   org aim article doi 10 7326 M19 3261Editorial   org aim article doi 10 7326 M2  5791 chars 
Dr Binoy Kampmark,Moralising Hoarding  Panic Buying and Coronavirus,Hoarding as moral aberration and ethical breach  the term has recently become the subject of scorn in coronavirus chatter  In terms of mental disorders  it is characterized by persistent difficulty discarding or parting with possessions  though the Coronavi,Hoarding as moral aberration and ethical breach  the term has recently become the subject of scorn in coronavirus chatter  In terms of mental disorders  it is characterized by persistent difficulty discarding or parting with possessions  though the Coronavir  6781 chars 
The Economist,Cubas doctors are in high demand,The communist islands practice of exporting medical workers has a dark side,Apr 4th 2020 FLORENCE AND MEXICO CITY WHEN THE number of patients mounts but the number of healers does not  whom do you call  That was the question for Giulio Gallera  the health minister in Lombardy  the Italian region worst hit by covid 19  The army was   4193 chars 
,Age is not the only risk for severe coronavirus disease   WKRN News 2,Older people remain most at risk of dying as the new coronavirus continues its rampage around the globe  but theyre far from the only ones vulnerable ,WASHINGTON  AP  Older people remain most at risk of dying as the new coronavirus continues its rampage around the globe  but theyre far from the only ones vulnerable  One of many mysteries  Men seem to be faring worse than women And as cases skyrocket in th  6123 chars 
nobody acs org Benjamin Plackett special to C EN Benjamin Plackett special to C EN,Wanted  Data to make labs safer,Researchers aim to supply evidence to save lives  persevering through lack of recognition and funding,If theres a watershed moment in the history of laboratory safety research  it may be the 2009 death of Sheharbano Sheri Sangji  a 23 year old research assistant who died from injuries sustained in a University of California  Los Angeles  chemistry laboratory   8672 chars 
